n,beta,Lambda_eV,env_solar,rho_solar_kgm3,lambda_solar_m,lambda_lab_m,beta_eff_sun,beta_eff_earth,alpha_sun_earth,pass_cassini,pass_EotWash_Yukawa,pass_Ephemerides_Yukawa,pass_all,skipped_optional_gates
1.0,100.0,6.812920690579622e-10,SolarWind_1AU,8.36310962975e-21,11444.89911643654,0.010008933672121561,9.641262051189576e-31,2.937006104269836e-27,5.663289099441781e-57,True,True,True,True,False
1.0,100.0,1.7782794100389228e-09,SolarWind_1AU,8.36310962975e-21,37970.411359675665,0.03320635026449183,1.0612080943259454e-29,3.2327454999019565e-26,6.861231382783462e-55,True,True,True,True,False
1.0,100.0,4.641588833612773e-09,SolarWind_1AU,8.36310962975e-21,125973.33748031221,0.11016774953354137,1.1680655639102293e-28,3.5582641288838824e-25,8.312571592492586e-53,True,True,True,True,False
1.0,100.0,1.2115276586285901e-08,SolarWind_1AU,8.36310962975e-21,417938.10463643767,0.36550036184685486,1.2856829578364234e-27,3.916560586438337e-24,1.0070910398635196e-50,True,True,True,True,False
1.0,100.0,3.162277660168379e-08,SolarWind_1AU,8.36310962975e-21,1386581.1829776736,1.2126099977154252,1.415143737768846e-26,4.310935408848797e-23,1.220118649551671e-48,True,True,True,True,False
1.0,100.0,8.25404185268019e-08,SolarWind_1AU,8.36310962975e-21,4600220.357175227,4.023041178754063,1.5576404636462377e-25,4.745021477164642e-22,1.4782074907404177e-46,True,True,True,True,False
1.0,100.0,2.1544346900318867e-07,SolarWind_1AU,8.36310962975e-21,15262018.260715218,13.347127564875258,1.7144857792420056e-24,5.22281748238168e-21,1.790889260223985e-44,True,True,True,True,False
1.0,100.0,5.62341325190349e-07,SolarWind_1AU,8.36310962975e-21,50634357.336185254,44.28137976162211,1.8871245039064715e-23,5.748724760371634e-20,2.1697118723022335e-42,True,True,True,True,False
1.0,100.0,1.4677992676220705e-06,SolarWind_1AU,8.36310962975e-21,167988145.41114014,146.91105513617885,2.0771469418770743e-22,6.327587835874324e-19,2.6286659445489854e-40,True,True,True,True,False
1.0,100.0,3.8311868495572925e-06,SolarWind_1AU,8.36310962975e-21,557329419.8504076,487.40256598623097,2.2863035317584517e-21,6.964739049033262e-18,3.1847014971161493e-38,True,True,True,True,False
1.0,100.0,1e-05,SolarWind_1AU,8.36310962975e-21,1849035724.935104,1617.0414208090388,2.5165209711198612e-20,7.666047675563545e-17,3.8583539482320654e-36,True,True,True,True,False
1.0,100.0,2.6101572156825386e-05,SolarWind_1AU,8.36310962975e-21,6134492438.967187,5364.811634344145,2.769919964745585e-19,8.437973993034357e-16,4.674502525061978e-34,True,True,True,True,False
1.0,100.0,6.812920690579622e-05,SolarWind_1AU,8.36310962975e-21,20352228448.731762,17798.680665579035,3.0488347600305963e-18,9.287628791310664e-15,5.663289099441781e-32,True,False,True,False,False
1.0,100.0,0.00017782794100389227,SolarWind_1AU,8.36310962975e-21,67522000711.61925,59050.16895788635,3.355834649476794e-17,1.0222838875349815e-13,6.861231382783457e-30,True,False,True,False,False
1.0,100.0,0.0004641588833612782,SolarWind_1AU,8.36310962975e-21,224015792255.1243,195909.04064582227,3.693747638365317e-16,1.1252219163748056e-12,8.312571592492668e-28,True,False,True,False,False
1.0,100.0,0.00121152765862859,SolarWind_1AU,8.36310962975e-21,743210726145.6699,649961.7678340379,4.065686495625325e-15,1.2385252047189915e-11,1.007091039863519e-25,True,False,True,False,False
1.0,100.0,0.0031622776601683794,SolarWind_1AU,8.36310962975e-21,2465728768036.61,2156359.391344686,4.475077427873602e-14,1.3632374737831395e-10,1.2201186495516718e-23,True,False,True,False,False
1.0,100.0,0.00825404185268019,SolarWind_1AU,8.36310962975e-21,8180477142806.6045,7154091.293917068,4.925691640762813e-13,1.5005075414256913e-09,1.4782074907404177e-21,True,False,True,False,False
1.0,100.0,0.021544346900318867,SolarWind_1AU,8.36310962975e-21,27140132828667.906,23734922.131780617,5.42168007837337e-12,1.651599904767244e-08,1.7908892602239843e-19,True,False,True,False,False
1.0,100.0,0.05623413251903491,SolarWind_1AU,8.36310962975e-21,90042035091490.97,78744665.87820688,5.967611660659772e-11,1.8179063884180043e-07,2.1697118723022348e-17,True,False,True,False,False
1.0,100.0,0.14677992676220736,SolarWind_1AU,8.36310962975e-21,298729860115235.0,261248904.45576048,6.568515371184974e-10,2.000958965613866e-06,2.628665944549013e-15,True,False,True,False,False
1.0,100.0,0.3831186849557293,SolarWind_1AU,8.36310962975e-21,991087431928158.4,866737947.4934521,7.229926582843821e-09,2.2024438703660257e-05,3.1847014971161516e-13,True,False,True,False,False
1.0,100.0,1.0,SolarWind_1AU,8.36310962975e-21,3288102158050743.5,2875551463.8047967,7.95793804831757e-08,0.0002424217130622032,3.8583539482320625e-11,True,False,True,False,False
1.0,177.82794100389228,1e-10,SolarWind_1AU,8.36310962975e-21,675.2200071161928,0.0005905016895788636,5.9676116606597724e-33,1.8179063884180043e-29,2.1697118723022354e-61,True,True,True,True,False
1.0,177.82794100389228,2.6101572156825333e-10,SolarWind_1AU,8.36310962975e-21,2240.1579225512373,0.001959090406458217,6.568515371184908e-32,2.0009589656138458e-28,2.6286659445489603e-59,True,True,True,True,False
1.0,177.82794100389228,6.812920690579622e-10,SolarWind_1AU,8.36310962975e-21,7432.1072614567,0.00649961767834038,7.2299265828438195e-31,2.2024438703660247e-27,3.18470149711615e-57,True,True,True,True,False
1.0,177.82794100389228,1.7782794100389228e-09,SolarWind_1AU,8.36310962975e-21,24657.287680366095,0.02156359391344686,7.957938048317572e-30,2.4242171306220325e-26,3.8583539482320646e-55,True,True,True,True,False
1.0,177.82794100389228,4.641588833612773e-09,SolarWind_1AU,8.36310962975e-21,81804.77142806585,0.0715409129391705,8.759256024969306e-29,2.668321665525419e-25,4.674502525061932e-53,True,True,True,True,False
1.0,177.82794100389228,1.2115276586285901e-08,SolarWind_1AU,8.36310962975e-21,271401.3282866793,0.23734922131780622,9.641262051189581e-28,2.9370061042698367e-24,5.663289099441785e-51,True,True,True,True,False
1.0,177.82794100389228,3.162277660168379e-08,SolarWind_1AU,8.36310962975e-21,900420.350914915,0.7874466587820687,1.0612080943259454e-26,3.2327454999019565e-23,6.861231382783462e-49,True,True,True,True,False
1.0,177.82794100389228,8.25404185268019e-08,SolarWind_1AU,8.36310962975e-21,2987298.6011525504,2.6124890445575977,1.1680655639102352e-25,3.5582641288839007e-22,8.312571592492671e-47,True,True,True,True,False
1.0,177.82794100389228,2.1544346900318867e-07,SolarWind_1AU,8.36310962975e-21,9910874.31928918,8.667379474934522,1.2856829578364233e-24,3.916560586438337e-21,1.0070910398635195e-44,True,True,True,True,False
1.0,177.82794100389228,5.62341325190349e-07,SolarWind_1AU,8.36310962975e-21,32881021.580784887,28.755514638047988,1.4151437377688467e-23,4.3109354088487984e-20,1.2201186495516719e-42,True,True,True,True,False
1.0,177.82794100389228,1.4677992676220705e-06,SolarWind_1AU,8.36310962975e-21,109088415.952548,95.40134068091454,1.5576404636462372e-22,4.74502147716464e-19,1.4782074907404168e-40,True,True,True,True,False
1.0,177.82794100389228,3.8311868495572925e-06,SolarWind_1AU,8.36310962975e-21,361919487.98788106,316.51027353457073,1.7144857792420057e-21,5.222817482381679e-18,1.7908892602239846e-38,True,True,True,True,False
1.0,177.82794100389228,1e-05,SolarWind_1AU,8.36310962975e-21,1200729835.9010603,1050.0769961712886,1.8871245039064724e-20,5.748724760371635e-17,2.169711872302235e-36,True,True,True,True,False
1.0,177.82794100389228,2.6101572156825386e-05,SolarWind_1AU,8.36310962975e-21,3983626708.908444,3483.810132209442,2.077146941877075e-19,6.327587835874325e-16,2.628665944548987e-34,True,True,True,True,False
1.0,177.82794100389228,6.812920690579622e-05,SolarWind_1AU,8.36310962975e-21,13216363316.249214,11558.136290517681,2.286303531758452e-18,6.964739049033264e-15,3.1847014971161507e-32,True,True,True,True,False
1.0,177.82794100389228,0.00017782794100389227,SolarWind_1AU,8.36310962975e-21,43847546989.40142,38346.09506272318,2.5165209711198602e-17,7.666047675563542e-14,3.858353948232063e-30,True,False,True,False,False
1.0,177.82794100389228,0.0004641588833612782,SolarWind_1AU,8.36310962975e-21,145471740673.4702,127219.73245511435,2.769919964745586e-16,8.437973993034358e-13,4.67450252506198e-28,True,False,True,False,False
1.0,177.82794100389228,0.00121152765862859,SolarWind_1AU,8.36310962975e-21,482627393949.41595,422073.2332582262,3.048834760030596e-15,9.287628791310662e-12,5.66328909944178e-26,True,False,True,False,False
1.0,177.82794100389228,0.0031622776601683794,SolarWind_1AU,8.36310962975e-21,1601198970412.0154,1400300.1798160982,3.355834649476796e-14,1.022283887534982e-10,6.861231382783465e-24,True,False,True,False,False
1.0,177.82794100389228,0.00825404185268019,SolarWind_1AU,8.36310962975e-21,5312251594067.656,4645735.476889036,3.6937476383653176e-13,1.125221916374806e-09,8.312571592492672e-22,True,False,True,False,False
1.0,177.82794100389228,0.021544346900318867,SolarWind_1AU,8.36310962975e-21,17624303737475.457,15413022.45927003,4.065686495625325e-12,1.238525204718992e-08,1.0070910398635193e-19,True,False,True,False,False
1.0,177.82794100389228,0.05623413251903491,SolarWind_1AU,8.36310962975e-21,58471643658154.734,51135339.605913594,4.4750774278736035e-11,1.3632374737831396e-07,1.2201186495516722e-17,True,False,True,False,False
1.0,177.82794100389228,0.14677992676220736,SolarWind_1AU,8.36310962975e-21,193989683962160.16,169650239.82297945,4.925691640762839e-10,1.5005075414256989e-06,1.4782074907404328e-15,True,False,True,False,False
1.0,177.82794100389228,0.3831186849557293,SolarWind_1AU,8.36310962975e-21,643593973580020.2,562843702.4923145,5.421680078373372e-09,1.6515999047672447e-05,1.7908892602239858e-13,True,False,True,False,False
1.0,177.82794100389228,1.0,SolarWind_1AU,8.36310962975e-21,2135233144178245.2,1867330301.246921,5.967611660659772e-08,0.00018179063884180046,2.1697118723022353e-11,True,False,True,False,False
1.0,316.22776601683796,1e-10,SolarWind_1AU,8.36310962975e-21,438.4754698940142,0.00038346095062723184,4.475077427873602e-33,1.3632374737831394e-29,1.2201186495516717e-61,True,True,True,True,False
1.0,316.22776601683796,2.6101572156825333e-10,SolarWind_1AU,8.36310962975e-21,1454.7174067346982,0.0012721973245511402,4.925691640762788e-32,1.5005075414256834e-28,1.4782074907404022e-59,True,True,True,True,False
1.0,316.22776601683796,6.812920690579622e-10,SolarWind_1AU,8.36310962975e-21,4826.27393949416,0.004220732332582261,5.42168007837337e-31,1.651599904767244e-27,1.7908892602239844e-57,True,True,True,True,False
1.0,316.22776601683796,1.7782794100389228e-09,SolarWind_1AU,8.36310962975e-21,16011.989704120146,0.01400300179816098,5.96761166065977e-30,1.8179063884180035e-26,2.1697118723022332e-55,True,True,True,True,False
1.0,316.22776601683796,4.641588833612773e-09,SolarWind_1AU,8.36310962975e-21,53122.51594067643,0.04645735476889023,6.568515371184905e-29,2.0009589656138454e-25,2.6286659445489582e-53,True,True,True,True,False
1.0,316.22776601683796,1.2115276586285901e-08,SolarWind_1AU,8.36310962975e-21,176243.03737475473,0.1541302245927003,7.229926582843819e-28,2.202443870366025e-24,3.18470149711615e-51,True,True,True,True,False
1.0,316.22776601683796,3.162277660168379e-08,SolarWind_1AU,8.36310962975e-21,584716.4365815523,0.5113533960591358,7.957938048317569e-27,2.4242171306220317e-23,3.858353948232062e-49,True,True,True,True,False
1.0,316.22776601683796,8.25404185268019e-08,SolarWind_1AU,8.36310962975e-21,1939896.8396217772,1.69650239822979,8.759256024969349e-26,2.6683216655254326e-22,4.674502525061979e-47,True,True,True,True,False
1.0,316.22776601683796,2.1544346900318867e-07,SolarWind_1AU,8.36310962975e-21,6435939.73580678,5.628437024923144,9.641262051189575e-25,2.9370061042698358e-21,5.66328909944178e-45,True,True,True,True,False
1.0,316.22776601683796,5.62341325190349e-07,SolarWind_1AU,8.36310962975e-21,21352331.442022704,18.67330301246923,1.0612080943259452e-23,3.232745499901956e-20,6.86123138278346e-43,True,True,True,True,False
1.0,316.22776601683796,1.4677992676220705e-06,SolarWind_1AU,8.36310962975e-21,70840013.53733,61.95187826593027,1.1680655639102349e-22,3.5582641288838997e-19,8.312571592492666e-41,True,True,True,True,False
1.0,316.22776601683796,3.8311868495572925e-06,SolarWind_1AU,8.36310962975e-21,235023867.60879713,205.5359578385124,1.285682957836423e-21,3.916560586438335e-18,1.0070910398635187e-38,True,True,True,True,False
1.0,316.22776601683796,1e-05,SolarWind_1AU,8.36310962975e-21,779731899.919667,681.9007130543584,1.4151437377688465e-20,4.3109354088487986e-17,1.2201186495516718e-36,True,True,True,True,False
1.0,316.22776601683796,2.6101572156825386e-05,SolarWind_1AU,8.36310962975e-21,2586894011.821538,2262.3223077559032,1.5576404636462375e-19,4.745021477164642e-16,1.4782074907404177e-34,True,True,True,True,False
1.0,316.22776601683796,6.812920690579622e-05,SolarWind_1AU,8.36310962975e-21,8582463573.809901,7505.641402316591,1.7144857792420053e-18,5.222817482381678e-15,1.790889260223984e-32,True,True,True,True,False
1.0,316.22776601683796,0.00017782794100389227,SolarWind_1AU,8.36310962975e-21,28473791604.592083,24901.249776407676,1.8871245039064712e-17,5.748724760371634e-14,2.1697118723022335e-30,True,False,True,False,False
1.0,316.22776601683796,0.0004641588833612782,SolarWind_1AU,8.36310962975e-21,94466676306.76958,82614.15743039125,2.0771469418770743e-16,6.327587835874322e-13,2.6286659445489844e-28,True,False,True,False,False
1.0,316.22776601683796,0.00121152765862859,SolarWind_1AU,8.36310962975e-21,313409364526.2465,274086.60485787364,2.286303531758451e-15,6.96473904903326e-12,3.184701497116147e-26,True,False,True,False,False
1.0,316.22776601683796,0.0031622776601683794,SolarWind_1AU,8.36310962975e-21,1039789199884.304,909329.2154654398,2.5165209711198606e-14,7.666047675563544e-11,3.858353948232064e-24,True,False,True,False,False
1.0,316.22776601683796,0.00825404185268019,SolarWind_1AU,8.36310962975e-21,3449678607498.984,3016855.283853689,2.769919964745585e-13,8.437973993034357e-10,4.674502525061978e-22,True,False,True,False,False
1.0,316.22776601683796,0.021544346900318867,SolarWind_1AU,8.36310962975e-21,11444899116436.527,10008933.672121556,3.048834760030596e-12,9.287628791310664e-09,5.66328909944178e-20,True,False,True,False,False
1.0,316.22776601683796,0.05623413251903491,SolarWind_1AU,8.36310962975e-21,37970411359675.24,33206350.26449183,3.355834649476796e-11,1.0222838875349818e-07,6.861231382783463e-18,True,False,True,False,False
1.0,316.22776601683796,0.14677992676220736,SolarWind_1AU,8.36310962975e-21,125973337480297.27,110167749.53354193,3.6937476383653357e-10,1.1252219163748114e-06,8.312571592492753e-16,True,False,True,False,False
1.0,316.22776601683796,0.3831186849557293,SolarWind_1AU,8.36310962975e-21,417938104635868.0,365500361.84685487,4.065686495625326e-09,1.2385252047189922e-05,1.0070910398635198e-13,True,False,True,False,False
1.0,316.22776601683796,1.0,SolarWind_1AU,8.36310962975e-21,1386581182956868.5,1212609997.7154236,4.4750774278736026e-08,0.00013632374737831393,1.2201186495516717e-11,True,False,True,False,False
1.0,562.341325190349,1e-10,SolarWind_1AU,8.36310962975e-21,284.7379160459208,0.00024901249776407687,3.355834649476795e-33,1.0222838875349818e-29,6.861231382783463e-62,True,True,True,True,False
1.0,562.341325190349,2.6101572156825333e-10,SolarWind_1AU,8.36310962975e-21,944.6667630676935,0.0008261415743039102,3.693747638365299e-32,1.1252219163748001e-28,8.312571592492587e-60,True,True,True,True,False
1.0,562.341325190349,6.812920690579622e-10,SolarWind_1AU,8.36310962975e-21,3134.093645262466,0.002740866048578737,4.065686495625325e-31,1.2385252047189917e-27,1.0070910398635192e-57,True,True,True,True,False
1.0,562.341325190349,1.7782794100389228e-09,SolarWind_1AU,8.36310962975e-21,10397.89199884304,0.009093292154654401,4.4750774278736034e-30,1.3632374737831397e-26,1.2201186495516722e-55,True,True,True,True,False
1.0,562.341325190349,4.641588833612773e-09,SolarWind_1AU,8.36310962975e-21,34496.78607498975,0.03016855283853681,4.925691640762788e-29,1.5005075414256835e-25,1.4782074907404025e-53,True,True,True,True,False
1.0,562.341325190349,1.2115276586285901e-08,SolarWind_1AU,8.36310962975e-21,114448.99116436542,0.1000893367212156,5.421680078373371e-28,1.6515999047672446e-24,1.7908892602239852e-51,True,True,True,True,False
1.0,562.341325190349,3.162277660168379e-08,SolarWind_1AU,8.36310962975e-21,379704.11359675665,0.3320635026449182,5.967611660659771e-27,1.8179063884180037e-23,2.169711872302234e-49,True,True,True,True,False
1.0,562.341325190349,8.25404185268019e-08,SolarWind_1AU,8.36310962975e-21,1259733.3748031254,1.1016774953354165,6.56851537118494e-26,2.000958965613856e-22,2.6286659445489863e-47,True,True,True,True,False
1.0,562.341325190349,2.1544346900318867e-07,SolarWind_1AU,8.36310962975e-21,4179381.0463643773,3.655003618468548,7.229926582843819e-25,2.2024438703660254e-21,3.1847014971161503e-45,True,True,True,True,False
1.0,562.341325190349,5.62341325190349e-07,SolarWind_1AU,8.36310962975e-21,13865811.82977674,12.126099977154253,7.957938048317569e-24,2.424217130622032e-20,3.858353948232062e-43,True,True,True,True,False
1.0,562.341325190349,1.4677992676220705e-06,SolarWind_1AU,8.36310962975e-21,46002203.571752265,40.23041178754063,8.759256024969349e-23,2.668321665525432e-19,4.674502525061978e-41,True,True,True,True,False
1.0,562.341325190349,3.8311868495572925e-06,SolarWind_1AU,8.36310962975e-21,152620182.6071522,133.4712756487526,9.641262051189576e-22,2.9370061042698356e-18,5.6632890994417805e-39,True,True,True,True,False
1.0,562.341325190349,1e-05,SolarWind_1AU,8.36310962975e-21,506343573.3618526,442.81379761622105,1.0612080943259457e-20,3.232745499901958e-17,6.8612313827834665e-37,True,True,True,True,False
1.0,562.341325190349,2.6101572156825386e-05,SolarWind_1AU,8.36310962975e-21,1679881454.1114006,1469.1105513617883,1.168065563910235e-19,3.5582641288839006e-16,8.312571592492668e-35,True,True,True,True,False
1.0,562.341325190349,6.812920690579622e-05,SolarWind_1AU,8.36310962975e-21,5573294198.504075,4874.02565986231,1.2856829578364231e-18,3.916560586438336e-15,1.0070910398635192e-32,True,True,True,True,False
1.0,562.341325190349,0.00017782794100389227,SolarWind_1AU,8.36310962975e-21,18490357249.351036,16170.414208090388,1.4151437377688466e-17,4.3109354088487974e-14,1.2201186495516716e-30,True,False,True,False,False
1.0,562.341325190349,0.0004641588833612782,SolarWind_1AU,8.36310962975e-21,61344924389.67187,53648.11634344144,1.5576404636462376e-16,4.745021477164643e-13,1.478207490740418e-28,True,False,True,False,False
1.0,562.341325190349,0.00121152765862859,SolarWind_1AU,8.36310962975e-21,203522284487.3176,177986.80665579034,1.7144857792420056e-15,5.2228174823816785e-12,1.7908892602239843e-26,True,False,True,False,False
1.0,562.341325190349,0.0031622776601683794,SolarWind_1AU,8.36310962975e-21,675220007116.1927,590501.6895788636,1.887124503906472e-14,5.748724760371635e-11,2.1697118723022346e-24,True,False,True,False,False
1.0,562.341325190349,0.00825404185268019,SolarWind_1AU,8.36310962975e-21,2240157922551.243,1959090.4064582228,2.077146941877075e-13,6.327587835874325e-10,2.628665944548987e-22,True,False,True,False,False
1.0,562.341325190349,0.021544346900318867,SolarWind_1AU,8.36310962975e-21,7432107261456.689,6499617.678340379,2.286303531758452e-12,6.964739049033263e-09,3.18470149711615e-20,True,False,True,False,False
1.0,562.341325190349,0.05623413251903491,SolarWind_1AU,8.36310962975e-21,24657287680365.73,21563593.91344686,2.516520971119861e-11,7.666047675563545e-08,3.858353948232065e-18,True,False,True,False,False
1.0,562.341325190349,0.14677992676220736,SolarWind_1AU,8.36310962975e-21,81804771428052.77,71540912.93917085,2.7699199647456e-10,8.437973993034403e-07,4.674502525062029e-16,True,False,True,False,False
1.0,562.341325190349,0.3831186849557293,SolarWind_1AU,8.36310962975e-21,271401328286185.88,237349221.31780618,3.0488347600305976e-09,9.287628791310667e-06,5.6632890994417854e-14,True,False,True,False,False
1.0,562.341325190349,1.0,SolarWind_1AU,8.36310962975e-21,900420350896898.1,787446658.7820672,3.355834649476795e-08,0.0001022283887534982,6.861231382783464e-12,True,False,True,False,False
1.0,1000.0,1e-10,SolarWind_1AU,8.36310962975e-21,184.90357249351038,0.00016170414208090394,2.5165209711198602e-33,7.666047675563543e-30,3.858353948232063e-62,True,True,True,True,False
1.0,1000.0,2.6101572156825333e-10,SolarWind_1AU,8.36310962975e-21,613.4492438967171,0.0005364811634344132,2.769919964745571e-32,8.437973993034314e-29,4.67450252506193e-60,True,True,True,True,False
1.0,1000.0,6.812920690579622e-10,SolarWind_1AU,8.36310962975e-21,2035.222844873176,0.0017798680665579037,3.0488347600305968e-31,9.287628791310663e-28,5.6632890994417815e-58,True,True,True,True,False
1.0,1000.0,1.7782794100389228e-09,SolarWind_1AU,8.36310962975e-21,6752.200071161926,0.005905016895788635,3.355834649476795e-30,1.0222838875349819e-26,6.861231382783462e-56,True,True,True,True,False
1.0,1000.0,4.641588833612773e-09,SolarWind_1AU,8.36310962975e-21,22401.57922551237,0.019590904064582176,3.6937476383652975e-29,1.1252219163747998e-25,8.312571592492582e-54,True,True,True,True,False
1.0,1000.0,1.2115276586285901e-08,SolarWind_1AU,8.36310962975e-21,74321.072614567,0.06499617678340379,4.065686495625326e-28,1.238525204718992e-24,1.0070910398635195e-51,True,True,True,True,False
1.0,1000.0,3.162277660168379e-08,SolarWind_1AU,8.36310962975e-21,246572.87680366094,0.21563593913446857,4.475077427873601e-27,1.363237473783139e-23,1.220118649551671e-49,True,True,True,True,False
1.0,1000.0,8.25404185268019e-08,SolarWind_1AU,8.36310962975e-21,818047.7142806607,0.715409129391707,4.925691640762814e-26,1.500507541425691e-22,1.4782074907404176e-47,True,True,True,True,False
1.0,1000.0,2.1544346900318867e-07,SolarWind_1AU,8.36310962975e-21,2714013.2828667923,2.373492213178062,5.421680078373369e-25,1.6515999047672443e-21,1.790889260223984e-45,True,True,True,True,False
1.0,1000.0,5.62341325190349e-07,SolarWind_1AU,8.36310962975e-21,9004203.50914915,7.874466587820689,5.967611660659769e-24,1.8179063884180035e-20,2.1697118723022332e-43,True,True,True,True,False
1.0,1000.0,1.4677992676220705e-06,SolarWind_1AU,8.36310962975e-21,29872986.011525493,26.12489044557598,6.568515371184939e-23,2.000958965613855e-19,2.6286659445489843e-41,True,True,True,True,False
1.0,1000.0,3.8311868495572925e-06,SolarWind_1AU,8.36310962975e-21,99108743.19289179,86.6737947493452,7.229926582843818e-22,2.2024438703660245e-18,3.184701497116149e-39,True,True,True,True,False
1.0,1000.0,1e-05,SolarWind_1AU,8.36310962975e-21,328810215.8078488,287.55514638048,7.95793804831757e-21,2.4242171306220324e-17,3.858353948232063e-37,True,True,True,True,False
1.0,1000.0,2.6101572156825386e-05,SolarWind_1AU,8.36310962975e-21,1090884159.52548,954.0134068091456,8.759256024969349e-20,2.668321665525432e-16,4.6745025250619776e-35,True,True,True,True,False
1.0,1000.0,6.812920690579622e-05,SolarWind_1AU,8.36310962975e-21,3619194879.87881,3165.1027353457066,9.641262051189577e-19,2.937006104269835e-15,5.66328909944178e-33,True,True,True,True,False
1.0,1000.0,0.00017782794100389227,SolarWind_1AU,8.36310962975e-21,12007298359.010603,10500.769961712884,1.061208094325945e-17,3.2327454999019557e-14,6.861231382783458e-31,True,False,True,False,False
1.0,1000.0,0.0004641588833612782,SolarWind_1AU,8.36310962975e-21,39836267089.08444,34838.101322094415,1.168065563910235e-16,3.5582641288839003e-13,8.312571592492668e-29,True,False,True,False,False
1.0,1000.0,0.00121152765862859,SolarWind_1AU,8.36310962975e-21,132163633162.49216,115581.3629051768,1.285682957836423e-15,3.916560586438336e-12,1.0070910398635192e-26,True,False,True,False,False
1.0,1000.0,0.0031622776601683794,SolarWind_1AU,8.36310962975e-21,438475469894.0143,383460.950627232,1.4151437377688466e-14,4.310935408848798e-11,1.2201186495516717e-24,True,False,True,False,False
1.0,1000.0,0.00825404185268019,SolarWind_1AU,8.36310962975e-21,1454717406734.7021,1272197.3245511437,1.5576404636462375e-13,4.745021477164642e-10,1.4782074907404177e-22,True,False,True,False,False
1.0,1000.0,0.021544346900318867,SolarWind_1AU,8.36310962975e-21,4826273939494.149,4220732.332582261,1.7144857792420054e-12,5.222817482381678e-09,1.790889260223984e-20,True,False,True,False,False
1.0,1000.0,0.05623413251903491,SolarWind_1AU,8.36310962975e-21,16011989704119.834,14003001.798160981,1.887124503906472e-11,5.7487247603716354e-08,2.1697118723022346e-18,True,False,True,False,False
1.0,1000.0,0.14677992676220736,SolarWind_1AU,8.36310962975e-21,53122515940665.0,46457354.76889046,2.077146941877085e-10,6.327587835874357e-07,2.6286659445490125e-16,True,False,True,False,False
1.0,1000.0,0.3831186849557293,SolarWind_1AU,8.36310962975e-21,176243037374327.44,154130224.59270027,2.286303531758452e-09,6.964739049033262e-06,3.18470149711615e-14,True,False,True,False,False
1.0,1000.0,1.0,SolarWind_1AU,8.36310962975e-21,584716436565950.4,511353396.0591347,2.5165209711198602e-08,7.666047675563542e-05,3.858353948232062e-12,True,False,True,False,False
1.0,1778.2794100389228,1e-10,SolarWind_1AU,8.36310962975e-21,120.07298359010603,0.00010500769961712884,1.887124503906472e-33,5.748724760371635e-30,2.1697118723022346e-62,True,True,True,True,False
1.0,1778.2794100389228,2.6101572156825333e-10,SolarWind_1AU,8.36310962975e-21,398.3626708908434,0.00034838101322094326,2.0771469418770642e-32,6.327587835874292e-29,2.6286659445489596e-60,True,True,True,True,False
1.0,1778.2794100389228,6.812920690579622e-10,SolarWind_1AU,8.36310962975e-21,1321.6363316249215,0.0011558136290517678,2.2863035317584517e-31,6.964739049033262e-28,3.1847014971161495e-58,True,True,True,True,False
1.0,1778.2794100389228,1.7782794100389228e-09,SolarWind_1AU,8.36310962975e-21,4384.754698940142,0.003834609506272319,2.5165209711198606e-30,7.666047675563543e-27,3.8583539482320633e-56,True,True,True,True,False
1.0,1778.2794100389228,4.641588833612773e-09,SolarWind_1AU,8.36310962975e-21,14547.174067346987,0.012721973245511406,2.7699199647455713e-29,8.437973993034314e-26,4.674502525061931e-54,True,True,True,True,False
1.0,1778.2794100389228,1.2115276586285901e-08,SolarWind_1AU,8.36310962975e-21,48262.7393949416,0.04220732332582262,3.048834760030597e-28,9.287628791310666e-25,5.6632890994417835e-52,True,True,True,True,False
1.0,1778.2794100389228,3.162277660168379e-08,SolarWind_1AU,8.36310962975e-21,160119.8970412015,0.1400300179816098,3.355834649476796e-27,1.0222838875349816e-23,6.861231382783462e-50,True,True,True,True,False
1.0,1778.2794100389228,8.25404185268019e-08,SolarWind_1AU,8.36310962975e-21,531225.1594067657,0.4645735476889034,3.6937476383653177e-26,1.1252219163748058e-22,8.312571592492671e-48,True,True,True,True,False
1.0,1778.2794100389228,2.1544346900318867e-07,SolarWind_1AU,8.36310962975e-21,1762430.3737475479,1.5413022459270027,4.0656864956253257e-25,1.2385252047189921e-21,1.0070910398635196e-45,True,True,True,True,False
1.0,1778.2794100389228,5.62341325190349e-07,SolarWind_1AU,8.36310962975e-21,5847164.365815524,5.113533960591359,4.475077427873602e-24,1.3632374737831393e-20,1.2201186495516714e-43,True,True,True,True,False
1.0,1778.2794100389228,1.4677992676220705e-06,SolarWind_1AU,8.36310962975e-21,19398968.39621777,16.9650239822979,4.925691640762813e-23,1.5005075414256911e-19,1.4782074907404175e-41,True,True,True,True,False
1.0,1778.2794100389228,3.8311868495572925e-06,SolarWind_1AU,8.36310962975e-21,64359397.35806779,56.28437024923144,5.421680078373369e-22,1.6515999047672439e-18,1.790889260223984e-39,True,True,True,True,False
1.0,1778.2794100389228,1e-05,SolarWind_1AU,8.36310962975e-21,213523314.42022705,186.7330301246924,5.967611660659772e-21,1.817906388418004e-17,2.1697118723022347e-37,True,True,True,True,False
