n,beta,Lambda_eV,env_solar,rho_solar_kgm3,lambda_solar_m,lambda_lab_m,beta_eff_sun,beta_eff_earth,alpha_sun_earth,pass_cassini,pass_EotWash_Yukawa,pass_Ephemerides_Yukawa,pass_all,skipped_optional_gates
1.0,0.1778279410038923,2.1544346900318867e-07,SolarWind_1AU,8.36310962975e-21,1762430373.7475471,1541.3022459270023,4.065686495625325e-23,1.2385252047189917e-19,1.0070910398635193e-41,True,True,True,True,False
1.0,0.1778279410038923,5.62341325190349e-07,SolarWind_1AU,8.36310962975e-21,5847164365.815523,5113.53396059136,4.475077427873602e-22,1.363237473783139e-18,1.2201186495516714e-39,True,True,True,True,False
1.0,0.1778279410038923,1.4677992676220705e-06,SolarWind_1AU,8.36310962975e-21,19398968396.217766,16965.023982297902,4.925691640762812e-21,1.5005075414256905e-17,1.4782074907404164e-37,True,True,True,True,False
1.0,0.1778279410038923,3.8311868495572925e-06,SolarWind_1AU,8.36310962975e-21,64359397358.06779,56284.37024923143,5.421680078373369e-20,1.6515999047672436e-16,1.7908892602239834e-35,True,True,True,True,False
1.0,0.1778279410038923,1e-05,SolarWind_1AU,8.36310962975e-21,213523314420.22705,186733.03012469233,5.967611660659771e-19,1.817906388418004e-15,2.1697118723022344e-33,True,True,True,True,False
1.0,0.1778279410038923,2.6101572156825386e-05,SolarWind_1AU,8.36310962975e-21,708400135373.3002,619518.7826593028,6.568515371184939e-18,2.0009589656138557e-14,2.6286659445489857e-31,True,False,True,False,False
1.0,0.1778279410038923,6.812920690579622e-05,SolarWind_1AU,8.36310962975e-21,2350238676087.9717,2055359.578385124,7.229926582843819e-17,2.202443870366025e-13,3.1847014971161497e-29,True,False,True,False,False
1.0,0.1778279410038923,0.00017782794100389227,SolarWind_1AU,8.36310962975e-21,7797318999196.669,6819007.130543582,7.957938048317567e-16,2.424217130622032e-12,3.858353948232061e-27,True,False,True,False,False
1.0,0.1778279410038923,0.0004641588833612782,SolarWind_1AU,8.36310962975e-21,25868940118215.38,22623223.077559035,8.75925602496935e-15,2.668321665525432e-11,4.674502525061979e-25,True,False,True,False,False
1.0,0.1778279410038923,0.00121152765862859,SolarWind_1AU,8.36310962975e-21,85824635738099.0,75056414.0231659,9.641262051189575e-14,2.9370061042698356e-10,5.66328909944178e-23,True,False,True,False,False
1.0,0.1778279410038923,0.0031622776601683794,SolarWind_1AU,8.36310962975e-21,284737916045920.9,249012497.7640768,1.0612080943259453e-12,3.2327454999019566e-09,6.861231382783462e-21,True,False,True,False,False
1.0,0.1778279410038923,0.00825404185268019,SolarWind_1AU,8.36310962975e-21,944666763067696.0,826141574.3039125,1.1680655639102353e-11,3.5582641288839006e-08,8.312571592492671e-19,True,False,True,False,False
1.0,0.1778279410038923,0.021544346900318867,SolarWind_1AU,8.36310962975e-21,3134093645262466.5,2740866048.578737,1.285682957836423e-10,3.916560586438336e-07,1.0070910398635191e-16,True,False,True,False,False
1.0,0.1778279410038923,0.05623413251903491,SolarWind_1AU,8.36310962975e-21,1.0397891998843038e+16,9093292154.654398,1.4151437377688468e-09,4.310935408848798e-06,1.2201186495516721e-14,True,False,True,False,False
1.0,0.1778279410038923,0.14677992676220736,SolarWind_1AU,8.36310962975e-21,3.4496786074989824e+16,30168552838.53697,1.5576404636462455e-08,4.7450214771646656e-05,1.4782074907404326e-12,True,False,True,False,False
1.0,0.1778279410038923,0.3831186849557293,SolarWind_1AU,8.36310962975e-21,1.1444899116436171e+17,100089336721.21559,1.714485779242006e-07,0.0005222817482381679,1.790889260223985e-10,True,False,True,False,False
1.0,0.1778279410038923,1.0,SolarWind_1AU,8.36310962975e-21,3.797041135966215e+17,332063502644.9182,1.8871245039064715e-06,0.005748724760371633,2.1697118723022334e-08,True,False,True,False,False
1.0,0.31622776601683794,1e-10,SolarWind_1AU,8.36310962975e-21,77973.1899919667,0.06819007130543583,1.4151437377688467e-31,4.310935408848798e-28,1.2201186495516718e-58,True,True,True,True,False
1.0,0.31622776601683794,2.6101572156825333e-10,SolarWind_1AU,8.36310962975e-21,258689.40118215312,0.2262322307755897,1.5576404636462294e-30,4.7450214771646164e-27,1.478207490740402e-56,True,True,True,True,False
1.0,0.31622776601683794,6.812920690579622e-10,SolarWind_1AU,8.36310962975e-21,858246.3573809903,0.750564140231659,1.7144857792420058e-29,5.222817482381679e-26,1.7908892602239847e-54,True,True,True,True,False
1.0,0.31622776601683794,1.7782794100389228e-09,SolarWind_1AU,8.36310962975e-21,2847379.160459209,2.4901249776407686,1.8871245039064713e-28,5.748724760371635e-25,2.169711872302234e-52,True,True,True,True,False
1.0,0.31622776601683794,4.641588833612773e-09,SolarWind_1AU,8.36310962975e-21,9446667.630676936,8.261415743039104,2.077146941877064e-27,6.327587835874292e-24,2.628665944548959e-50,True,True,True,True,False
1.0,0.31622776601683794,1.2115276586285901e-08,SolarWind_1AU,8.36310962975e-21,31340936.45262467,27.408660485787376,2.2863035317584524e-26,6.964739049033263e-23,3.184701497116151e-48,True,True,True,True,False
1.0,0.31622776601683794,3.162277660168379e-08,SolarWind_1AU,8.36310962975e-21,103978919.98843038,90.93292154654398,2.51652097111986e-25,7.666047675563541e-22,3.858353948232062e-46,True,True,True,True,False
1.0,0.31622776601683794,8.25404185268019e-08,SolarWind_1AU,8.36310962975e-21,344967860.7498985,301.68552838536885,2.769919964745586e-24,8.437973993034357e-21,4.674502525061979e-44,True,True,True,True,False
1.0,0.31622776601683794,2.1544346900318867e-07,SolarWind_1AU,8.36310962975e-21,1144489911.643654,1000.8933672121558,3.0488347600305965e-23,9.287628791310663e-20,5.663289099441781e-42,True,True,True,True,False
1.0,0.31622776601683794,5.62341325190349e-07,SolarWind_1AU,8.36310962975e-21,3797041135.9675674,3320.635026449182,3.3558346494767953e-22,1.0222838875349818e-18,6.861231382783462e-40,True,True,True,True,False
1.0,0.31622776601683794,1.4677992676220705e-06,SolarWind_1AU,8.36310962975e-21,12597333748.031252,11016.774953354165,3.6937476383653166e-21,1.1252219163748054e-17,8.312571592492666e-38,True,True,True,True,False
1.0,0.31622776601683794,3.8311868495572925e-06,SolarWind_1AU,8.36310962975e-21,41793810463.64377,36550.03618468549,4.0656864956253243e-20,1.2385252047189918e-16,1.007091039863519e-35,True,True,True,True,False
1.0,0.31622776601683794,1e-05,SolarWind_1AU,8.36310962975e-21,138658118297.76743,121260.99977154253,4.475077427873604e-19,1.3632374737831398e-15,1.2201186495516725e-33,True,True,True,True,False
1.0,0.31622776601683794,2.6101572156825386e-05,SolarWind_1AU,8.36310962975e-21,460022035717.5227,402304.1178754063,4.925691640762813e-18,1.500507541425691e-14,1.4782074907404173e-31,True,False,True,False,False
1.0,0.31622776601683794,6.812920690579622e-05,SolarWind_1AU,8.36310962975e-21,1526201826071.5217,1334712.7564875258,5.42168007837337e-17,1.6515999047672439e-13,1.7908892602239842e-29,True,False,True,False,False
1.0,0.31622776601683794,0.00017782794100389227,SolarWind_1AU,8.36310962975e-21,5063435733618.523,4428137.976162211,5.967611660659769e-16,1.8179063884180035e-12,2.169711872302233e-27,True,False,True,False,False
1.0,0.31622776601683794,0.0004641588833612782,SolarWind_1AU,8.36310962975e-21,16798814541114.01,14691105.513617883,6.5685153711849406e-15,2.000958965613855e-11,2.6286659445489854e-25,True,False,True,False,False
1.0,0.31622776601683794,0.00121152765862859,SolarWind_1AU,8.36310962975e-21,55732941985040.76,48740256.5986231,7.229926582843819e-14,2.202443870366025e-10,3.18470149711615e-23,True,False,True,False,False
1.0,0.31622776601683794,0.0031622776601683794,SolarWind_1AU,8.36310962975e-21,184903572493510.4,161704142.08090392,7.957938048317572e-13,2.4242171306220328e-09,3.8583539482320644e-21,True,False,True,False,False
1.0,0.31622776601683794,0.00825404185268019,SolarWind_1AU,8.36310962975e-21,613449243896718.8,536481163.4344145,8.75925602496935e-12,2.668321665525433e-08,4.67450252506198e-19,True,False,True,False,False
1.0,0.31622776601683794,0.021544346900318867,SolarWind_1AU,8.36310962975e-21,2035222844873176.2,1779868066.5579038,9.641262051189577e-11,2.9370061042698357e-07,5.663289099441781e-17,True,False,True,False,False
1.0,0.31622776601683794,0.05623413251903491,SolarWind_1AU,8.36310962975e-21,6752200071161924.0,5905016895.788635,1.0612080943259456e-09,3.2327454999019566e-06,6.8612313827834636e-15,True,False,True,False,False
1.0,0.31622776601683794,0.14677992676220736,SolarWind_1AU,8.36310962975e-21,2.2401579225512404e+16,19590904064.582275,1.1680655639102412e-08,3.558264128883919e-05,8.312571592492756e-13,True,False,True,False,False
1.0,0.31622776601683794,0.3831186849557293,SolarWind_1AU,8.36310962975e-21,7.43210726145638e+16,64996176783.40378,1.2856829578364233e-07,0.0003916560586438337,1.0070910398635195e-10,True,False,True,False,False
1.0,0.31622776601683794,1.0,SolarWind_1AU,8.36310962975e-21,2.4657287680354394e+17,215635939134.4686,1.4151437377688463e-06,0.004310935408848798,1.2201186495516714e-08,True,False,True,False,False
1.0,0.5623413251903491,1e-10,SolarWind_1AU,8.36310962975e-21,50634.35733618526,0.04428137976162212,1.0612080943259455e-31,3.2327454999019567e-28,6.861231382783463e-59,True,True,True,True,False
1.0,0.5623413251903491,2.6101572156825333e-10,SolarWind_1AU,8.36310962975e-21,167988.1454111397,0.1469110551361785,1.1680655639102293e-30,3.5582641288838825e-27,8.312571592492586e-57,True,True,True,True,False
1.0,0.5623413251903491,6.812920690579622e-10,SolarWind_1AU,8.36310962975e-21,557329.4198504075,0.4874025659862311,1.285682957836423e-29,3.916560586438336e-26,1.0070910398635191e-54,True,True,True,True,False
1.0,0.5623413251903491,1.7782794100389228e-09,SolarWind_1AU,8.36310962975e-21,1849035.7249351037,1.6170414208090387,1.4151437377688466e-28,4.310935408848798e-25,1.2201186495516717e-52,True,True,True,True,False
1.0,0.5623413251903491,4.641588833612773e-09,SolarWind_1AU,8.36310962975e-21,6134492.438967172,5.364811634344131,1.5576404636462298e-27,4.745021477164618e-24,1.4782074907404028e-50,True,True,True,True,False
1.0,0.5623413251903491,1.2115276586285901e-08,SolarWind_1AU,8.36310962975e-21,20352228.448731765,17.798680665579038,1.714485779242006e-26,5.2228174823816803e-23,1.7908892602239852e-48,True,True,True,True,False
1.0,0.5623413251903491,3.162277660168379e-08,SolarWind_1AU,8.36310962975e-21,67522000.71161927,59.05016895788635,1.8871245039064716e-25,5.748724760371634e-22,2.169711872302234e-46,True,True,True,True,False
1.0,0.5623413251903491,8.25404185268019e-08,SolarWind_1AU,8.36310962975e-21,224015792.25512433,195.9090406458223,2.0771469418770748e-24,6.327587835874324e-21,2.628665944548986e-44,True,True,True,True,False
1.0,0.5623413251903491,2.1544346900318867e-07,SolarWind_1AU,8.36310962975e-21,743210726.14567,649.9617678340378,2.286303531758452e-23,6.964739049033262e-20,3.18470149711615e-42,True,True,True,True,False
1.0,0.5623413251903491,5.62341325190349e-07,SolarWind_1AU,8.36310962975e-21,2465728768.03661,2156.3593913446857,2.51652097111986e-22,7.666047675563543e-19,3.8583539482320626e-40,True,True,True,True,False
1.0,0.5623413251903491,1.4677992676220705e-06,SolarWind_1AU,8.36310962975e-21,8180477142.806604,7154.091293917068,2.769919964745585e-21,8.437973993034355e-18,4.674502525061977e-38,True,True,True,True,False
1.0,0.5623413251903491,3.8311868495572925e-06,SolarWind_1AU,8.36310962975e-21,27140132828.667923,23734.922131780622,3.048834760030596e-20,9.287628791310662e-17,5.66328909944178e-36,True,True,True,True,False
1.0,0.5623413251903491,1e-05,SolarWind_1AU,8.36310962975e-21,90042035091.49153,78744.6658782069,3.3558346494767965e-19,1.0222838875349818e-15,6.8612313827834655e-34,True,True,True,True,False
1.0,0.5623413251903491,2.6101572156825386e-05,SolarWind_1AU,8.36310962975e-21,298729860115.255,261248.90445575977,3.693747638365317e-18,1.1252219163748057e-14,8.31257159249267e-32,True,False,True,False,False
1.0,0.5623413251903491,6.812920690579622e-05,SolarWind_1AU,8.36310962975e-21,991087431928.9178,866737.947493452,4.065686495625325e-17,1.2385252047189917e-13,1.0070910398635192e-29,True,False,True,False,False
1.0,0.5623413251903491,0.00017782794100389227,SolarWind_1AU,8.36310962975e-21,3288102158078.4883,2875551.463804799,4.475077427873602e-16,1.363237473783139e-12,1.2201186495516714e-27,True,False,True,False,False
1.0,0.5623413251903491,0.0004641588833612782,SolarWind_1AU,8.36310962975e-21,10908841595254.803,9540134.068091456,4.925691640762814e-15,1.500507541425691e-11,1.4782074907404174e-25,True,False,True,False,False
1.0,0.5623413251903491,0.00121152765862859,SolarWind_1AU,8.36310962975e-21,36191948798788.09,31651027.353457063,5.421680078373369e-14,1.6515999047672436e-10,1.7908892602239835e-23,True,False,True,False,False
1.0,0.5623413251903491,0.0031622776601683794,SolarWind_1AU,8.36310962975e-21,120072983590106.06,105007699.61712888,5.967611660659773e-13,1.8179063884180043e-09,2.1697118723022353e-21,True,False,True,False,False
1.0,0.5623413251903491,0.00825404185268019,SolarWind_1AU,8.36310962975e-21,398362670890844.4,348381013.22094417,6.568515371184942e-12,2.0009589656138558e-08,2.6286659445489864e-19,True,False,True,False,False
1.0,0.5623413251903491,0.021544346900318867,SolarWind_1AU,8.36310962975e-21,1321636331624921.5,1155813629.0517678,7.22992658284382e-11,2.2024438703660251e-07,3.184701497116151e-17,True,False,True,False,False
1.0,0.5623413251903491,0.05623413251903491,SolarWind_1AU,8.36310962975e-21,4384754698940140.0,3834609506.272319,7.957938048317571e-10,2.4242171306220327e-06,3.858353948232064e-15,True,False,True,False,False
1.0,0.5623413251903491,0.14677992676220736,SolarWind_1AU,8.36310962975e-21,1.4547174067346984e+16,12721973245.511469,8.759256024969395e-09,2.668321665525446e-05,4.674502525062026e-13,True,False,True,False,False
1.0,0.5623413251903491,0.3831186849557293,SolarWind_1AU,8.36310962975e-21,4.8262739394938824e+16,42207323325.82262,9.64126205118958e-08,0.0002937006104269837,5.6632890994417847e-11,True,False,True,False,False
1.0,0.5623413251903491,1.0,SolarWind_1AU,8.36310962975e-21,1.601198970411002e+17,140030017981.60977,1.0612080943259453e-06,0.003232745499901956,6.861231382783461e-09,True,False,True,False,False
1.0,1.0,1e-10,SolarWind_1AU,8.36310962975e-21,32881.02158078488,0.028755514638047985,7.95793804831757e-32,2.4242171306220327e-28,3.858353948232064e-59,True,True,True,True,False
1.0,1.0,2.6101572156825333e-10,SolarWind_1AU,8.36310962975e-21,109088.41595254773,0.09540134068091433,8.759256024969304e-31,2.668321665525419e-27,4.674502525061931e-57,True,True,True,True,False
1.0,1.0,6.812920690579622e-10,SolarWind_1AU,8.36310962975e-21,361919.4879878809,0.3165102735345707,9.641262051189576e-30,2.937006104269836e-26,5.6632890994417804e-55,True,True,True,True,False
1.0,1.0,1.7782794100389228e-09,SolarWind_1AU,8.36310962975e-21,1200729.8359010604,1.0500769961712886,1.0612080943259454e-28,3.2327454999019573e-25,6.861231382783464e-53,True,True,True,True,False
1.0,1.0,4.641588833612773e-09,SolarWind_1AU,8.36310962975e-21,3983626.708908433,3.4838101322094324,1.1680655639102292e-27,3.5582641288838824e-24,8.312571592492585e-51,True,True,True,True,False
1.0,1.0,1.2115276586285901e-08,SolarWind_1AU,8.36310962975e-21,13216363.31624922,11.55813629051768,1.2856829578364236e-26,3.916560586438338e-23,1.00709103986352e-48,True,True,True,True,False
1.0,1.0,3.162277660168379e-08,SolarWind_1AU,8.36310962975e-21,43847546.989401415,38.34609506272318,1.4151437377688463e-25,4.310935408848797e-22,1.2201186495516714e-46,True,True,True,True,False
1.0,1.0,8.25404185268019e-08,SolarWind_1AU,8.36310962975e-21,145471740.67347023,127.21973245511437,1.5576404636462377e-24,4.7450214771646435e-21,1.4782074907404183e-44,True,True,True,True,False
1.0,1.0,2.1544346900318867e-07,SolarWind_1AU,8.36310962975e-21,482627393.949416,422.073233258226,1.7144857792420057e-23,5.2228174823816795e-20,1.7908892602239848e-42,True,True,True,True,False
1.0,1.0,5.62341325190349e-07,SolarWind_1AU,8.36310962975e-21,1601198970.4120152,1400.3001798160979,1.8871245039064715e-22,5.748724760371634e-19,2.169711872302234e-40,True,True,True,True,False
1.0,1.0,1.4677992676220705e-06,SolarWind_1AU,8.36310962975e-21,5312251594.067656,4645.735476889034,2.077146941877074e-21,6.327587835874324e-18,2.628665944548985e-38,True,True,True,True,False
1.0,1.0,3.8311868495572925e-06,SolarWind_1AU,8.36310962975e-21,17624303737.475468,15413.022459270023,2.2863035317584512e-20,6.964739049033261e-17,3.1847014971161484e-36,True,True,True,True,False
1.0,1.0,1e-05,SolarWind_1AU,8.36310962975e-21,58471643658.155235,51135.3396059136,2.5165209711198614e-19,7.6660476755635445e-16,3.8583539482320655e-34,True,True,True,True,False
1.0,1.0,2.6101572156825386e-05,SolarWind_1AU,8.36310962975e-21,193989683962.17764,169650.239822979,2.7699199647455855e-18,8.437973993034357e-15,4.6745025250619785e-32,True,True,True,True,False
1.0,1.0,6.812920690579622e-05,SolarWind_1AU,8.36310962975e-21,643593973580.678,562843.7024923144,3.048834760030597e-17,9.287628791310665e-14,5.663289099441782e-30,True,False,True,False,False
1.0,1.0,0.00017782794100389227,SolarWind_1AU,8.36310962975e-21,2135233144202.27,1867330.301246923,3.355834649476795e-16,1.0222838875349817e-12,6.861231382783461e-28,True,False,True,False,False
1.0,1.0,0.0004641588833612782,SolarWind_1AU,8.36310962975e-21,7084001353733.001,6195187.826593027,3.693747638365316e-15,1.1252219163748058e-11,8.312571592492669e-26,True,False,True,False,False
1.0,1.0,0.00121152765862859,SolarWind_1AU,8.36310962975e-21,23502386760879.715,20553595.783851244,4.065686495625325e-14,1.2385252047189917e-10,1.007091039863519e-23,True,False,True,False,False
1.0,1.0,0.0031622776601683794,SolarWind_1AU,8.36310962975e-21,77973189991966.72,68190071.30543584,4.4750774278736037e-13,1.3632374737831397e-09,1.2201186495516725e-21,True,False,True,False,False
1.0,1.0,0.00825404185268019,SolarWind_1AU,8.36310962975e-21,258689401182153.8,226232230.7755904,4.925691640762814e-12,1.5005075414256913e-08,1.478207490740418e-19,True,False,True,False,False
1.0,1.0,0.021544346900318867,SolarWind_1AU,8.36310962975e-21,858246357380990.0,750564140.2316589,5.42168007837337e-11,1.6515999047672443e-07,1.790889260223985e-17,True,False,True,False,False
1.0,1.0,0.05623413251903491,SolarWind_1AU,8.36310962975e-21,2847379160459207.0,2490124977.6407685,5.967611660659771e-10,1.8179063884180043e-06,2.169711872302235e-15,True,False,True,False,False
1.0,1.0,0.14677992676220736,SolarWind_1AU,8.36310962975e-21,9446667630676918.0,8261415743.039147,6.568515371184974e-09,2.0009589656138662e-05,2.6286659445490134e-13,True,False,True,False,False
1.0,1.0,0.3831186849557293,SolarWind_1AU,8.36310962975e-21,3.134093645262226e+16,27408660485.78737,7.22992658284382e-08,0.0002202443870366025,3.1847014971161506e-11,True,False,True,False,False
1.0,1.0,1.0,SolarWind_1AU,8.36310962975e-21,1.0397891998834266e+17,90932921546.54396,7.95793804831757e-07,0.0024242171306220325,3.858353948232064e-09,True,False,True,False,False
1.0,1.7782794100389228,1e-10,SolarWind_1AU,8.36310962975e-21,21352.331442022703,0.018673303012469233,5.96761166065977e-32,1.817906388418004e-28,2.169711872302234e-59,True,True,True,True,False
1.0,1.7782794100389228,2.6101572156825333e-10,SolarWind_1AU,8.36310962975e-21,70840.01353732985,0.06195187826593011,6.568515371184907e-31,2.000958965613846e-27,2.62866594454896e-57,True,True,True,True,False
1.0,1.7782794100389228,6.812920690579622e-10,SolarWind_1AU,8.36310962975e-21,235023.86760879715,0.20553595783851245,7.229926582843819e-30,2.202443870366025e-26,3.1847014971161504e-55,True,True,True,True,False
1.0,1.7782794100389228,1.7782794100389228e-09,SolarWind_1AU,8.36310962975e-21,779731.8999196669,0.6819007130543584,7.95793804831757e-29,2.4242171306220326e-25,3.858353948232063e-53,True,True,True,True,False
1.0,1.7782794100389228,4.641588833612773e-09,SolarWind_1AU,8.36310962975e-21,2586894.011821531,2.2623223077558983,8.759256024969304e-28,2.6683216655254182e-24,4.67450252506193e-51,True,True,True,True,False
1.0,1.7782794100389228,1.2115276586285901e-08,SolarWind_1AU,8.36310962975e-21,8582463.573809903,7.505641402316592,9.641262051189579e-27,2.9370061042698366e-23,5.6632890994417836e-49,True,True,True,True,False
1.0,1.7782794100389228,3.162277660168379e-08,SolarWind_1AU,8.36310962975e-21,28473791.604592085,24.901249776407678,1.0612080943259452e-25,3.232745499901956e-22,6.86123138278346e-47,True,True,True,True,False
1.0,1.7782794100389228,8.25404185268019e-08,SolarWind_1AU,8.36310962975e-21,94466676.3067696,82.61415743039126,1.1680655639102352e-24,3.558264128883901e-21,8.312571592492672e-45,True,True,True,True,False
1.0,1.7782794100389228,2.1544346900318867e-07,SolarWind_1AU,8.36310962975e-21,313409364.52624667,274.08660485787374,1.2856829578364234e-23,3.9165605864383365e-20,1.0070910398635195e-42,True,True,True,True,False
1.0,1.7782794100389228,5.62341325190349e-07,SolarWind_1AU,8.36310962975e-21,1039789199.8843042,909.3292154654397,1.4151437377688465e-22,4.310935408848798e-19,1.2201186495516718e-40,True,True,True,True,False
1.0,1.7782794100389228,1.4677992676220705e-06,SolarWind_1AU,8.36310962975e-21,3449678607.498984,3016.8552838536893,1.5576404636462372e-21,4.74502147716464e-18,1.4782074907404166e-38,True,True,True,True,False
1.0,1.7782794100389228,3.8311868495572925e-06,SolarWind_1AU,8.36310962975e-21,11444899116.43654,10008.933672121559,1.7144857792420053e-20,5.2228174823816775e-17,1.7908892602239837e-36,True,True,True,True,False
1.0,1.7782794100389228,1e-05,SolarWind_1AU,8.36310962975e-21,37970411359.675674,33206.35026449183,1.8871245039064718e-19,5.748724760371635e-16,2.1697118723022347e-34,True,True,True,True,False
1.0,1.7782794100389228,2.6101572156825386e-05,SolarWind_1AU,8.36310962975e-21,125973337480.31253,110167.74953354168,2.0771469418770745e-18,6.327587835874324e-15,2.628665944548986e-32,True,True,True,True,False
1.0,1.7782794100389228,6.812920690579622e-05,SolarWind_1AU,8.36310962975e-21,417938104636.4377,365500.36184685485,2.2863035317584516e-17,6.964739049033263e-14,3.18470149711615e-30,True,False,True,False,False
1.0,1.7782794100389228,0.00017782794100389227,SolarWind_1AU,8.36310962975e-21,1386581182977.6738,1212609.997715425,2.51652097111986e-16,7.666047675563543e-13,3.8583539482320625e-28,True,False,True,False,False
1.0,1.7782794100389228,0.0004641588833612782,SolarWind_1AU,8.36310962975e-21,4600220357175.228,4023041.178754063,2.7699199647455855e-15,8.437973993034358e-12,4.674502525061979e-26,True,False,True,False,False
1.0,1.7782794100389228,0.00121152765862859,SolarWind_1AU,8.36310962975e-21,15262018260715.217,13347127.56487526,3.0488347600305963e-14,9.287628791310662e-11,5.66328909944178e-24,True,False,True,False,False
1.0,1.7782794100389228,0.0031622776601683794,SolarWind_1AU,8.36310962975e-21,50634357336185.26,44281379.761622116,3.3558346494767953e-13,1.022283887534982e-09,6.861231382783464e-22,True,False,True,False,False
1.0,1.7782794100389228,0.00825404185268019,SolarWind_1AU,8.36310962975e-21,167988145411140.16,146911055.13617885,3.693747638365318e-12,1.125221916374806e-08,8.312571592492673e-20,True,False,True,False,False
1.0,1.7782794100389228,0.021544346900318867,SolarWind_1AU,8.36310962975e-21,557329419850407.56,487402565.98623097,4.065686495625325e-11,1.2385252047189918e-07,1.0070910398635193e-17,True,False,True,False,False
1.0,1.7782794100389228,0.05623413251903491,SolarWind_1AU,8.36310962975e-21,1849035724935102.2,1617041420.8090389,4.4750774278736033e-10,1.3632374737831391e-06,1.2201186495516718e-15,True,False,True,False,False
1.0,1.7782794100389228,0.14677992676220736,SolarWind_1AU,8.36310962975e-21,6134492438967145.0,5364811634.344158,4.925691640762839e-09,1.5005075414256989e-05,1.478207490740433e-13,True,False,True,False,False
1.0,1.7782794100389228,0.3831186849557293,SolarWind_1AU,8.36310962975e-21,2.035222844872968e+16,17798680665.57904,5.42168007837337e-08,0.00016515999047672444,1.790889260223985e-11,True,False,True,False,False
1.0,1.7782794100389228,1.0,SolarWind_1AU,8.36310962975e-21,6.7522000711543304e+16,59050168957.88635,5.967611660659771e-07,0.001817906388418004,2.169711872302234e-09,True,False,True,False,False
1.0,3.1622776601683795,1e-10,SolarWind_1AU,8.36310962975e-21,13865.811829776738,0.01212609997715425,4.475077427873603e-32,1.3632374737831393e-28,1.2201186495516718e-59,True,True,True,True,False
1.0,3.1622776601683795,2.6101572156825333e-10,SolarWind_1AU,8.36310962975e-21,46002.20357175215,0.04023041178754052,4.9256916407627885e-31,1.5005075414256833e-27,1.4782074907404023e-57,True,True,True,True,False
1.0,3.1622776601683795,6.812920690579622e-10,SolarWind_1AU,8.36310962975e-21,152620.18260715218,0.13347127564875258,5.42168007837337e-30,1.6515999047672437e-26,1.790889260223984e-55,True,True,True,True,False
1.0,3.1622776601683795,1.7782794100389228e-09,SolarWind_1AU,8.36310962975e-21,506343.5733618525,0.4428137976162211,5.967611660659771e-29,1.8179063884180037e-25,2.169711872302234e-53,True,True,True,True,False
1.0,3.1622776601683795,4.641588833612773e-09,SolarWind_1AU,8.36310962975e-21,1679881.4541113968,1.4691105513617846,6.568515371184907e-28,2.0009589656138453e-24,2.6286659445489587e-51,True,True,True,True,False
1.0,3.1622776601683795,1.2115276586285901e-08,SolarWind_1AU,8.36310962975e-21,5573294.198504075,4.87402565986231,7.22992658284382e-27,2.202443870366025e-23,3.1847014971161504e-49,True,True,True,True,False
1.0,3.1622776601683795,3.162277660168379e-08,SolarWind_1AU,8.36310962975e-21,18490357.24935104,16.170414208090385,7.957938048317568e-26,2.4242171306220315e-22,3.858353948232061e-47,True,True,True,True,False
1.0,3.1622776601683795,8.25404185268019e-08,SolarWind_1AU,8.36310962975e-21,61344924.38967186,53.64811634344146,8.75925602496935e-25,2.6683216655254323e-21,4.674502525061979e-45,True,True,True,True,False
1.0,3.1622776601683795,2.1544346900318867e-07,SolarWind_1AU,8.36310962975e-21,203522284.48731762,177.98680665579033,9.641262051189579e-24,2.937006104269836e-20,5.6632890994417824e-43,True,True,True,True,False
1.0,3.1622776601683795,5.62341325190349e-07,SolarWind_1AU,8.36310962975e-21,675220007.1161927,590.5016895788634,1.061208094325945e-22,3.232745499901955e-19,6.861231382783457e-41,True,True,True,True,False
1.0,3.1622776601683795,1.4677992676220705e-06,SolarWind_1AU,8.36310962975e-21,2240157922.5512433,1959.0904064582219,1.168065563910235e-21,3.5582641288838994e-18,8.312571592492666e-39,True,True,True,True,False
1.0,3.1622776601683795,3.8311868495572925e-06,SolarWind_1AU,8.36310962975e-21,7432107261.456697,6499.617678340378,1.285682957836423e-20,3.916560586438335e-17,1.0070910398635187e-36,True,True,True,True,False
1.0,3.1622776601683795,1e-05,SolarWind_1AU,8.36310962975e-21,24657287680.366104,21563.59391344686,1.4151437377688469e-19,4.3109354088487985e-16,1.2201186495516722e-34,True,True,True,True,False
1.0,3.1622776601683795,2.6101572156825386e-05,SolarWind_1AU,8.36310962975e-21,81804771428.06604,71540.91293917067,1.5576404636462374e-18,4.74502147716464e-15,1.478207490740417e-32,True,True,True,True,False
1.0,3.1622776601683795,6.812920690579622e-05,SolarWind_1AU,8.36310962975e-21,271401328286.6792,237349.22131780616,1.7144857792420054e-17,5.2228174823816773e-14,1.790889260223984e-30,True,False,True,False,False
1.0,3.1622776601683795,0.00017782794100389227,SolarWind_1AU,8.36310962975e-21,900420350914.9149,787446.6587820685,1.8871245039064712e-16,5.748724760371632e-13,2.1697118723022325e-28,True,False,True,False,False
1.0,3.1622776601683795,0.0004641588833612782,SolarWind_1AU,8.36310962975e-21,2987298601152.5493,2612489.0445575975,2.0771469418770744e-15,6.327587835874322e-12,2.628665944548985e-26,True,False,True,False,False
